CoDist	DistName	CoDistSch	SchName	Grade	FWNH	MWNH	FAPI	MAPI	FH	MH	FAIA	MAIA	FBNH	MBNH	Female	Male	Total

78-0001	ASHLAND-GREENWOOD PUBLIC SCHS	78-0001-002	ASHLAND-GREENWOOD ELEM SCHOOL	06	29	28	1	1	0	0	0	0	0	0	30	29	59

78-0001	ASHLAND-GREENWOOD PUBLIC SCHS	78-0001-003	ASHLAND-GREENWOOD MIDDLE SCH	07	29	27	0	0	0	0	0	0	0	0	29	27	56

78-0001	ASHLAND-GREENWOOD PUBLIC SCHS	78-0001-003	ASHLAND-GREENWOOD MIDDLE SCH	08	35	31	1	0	0	0	0	0	0	0	36	31	67

78-0003	CLEAR CREEK PUBLIC SCHOOL	78-0003-001	CLEAR CREEK PUBLIC SCHOOL	K	5	1	0	0	0	0	0	0	0	0	5	1	6

78-0003	CLEAR CREEK PUBLIC SCHOOL	78-0003-001	CLEAR CREEK PUBLIC SCHOOL	01	0	1	0	0	0	0	0	0	0	0	0	1	1

78-0003	CLEAR CREEK PUBLIC SCHOOL	78-0003-001	CLEAR CREEK PUBLIC SCHOOL	02	2	3	0	0	0	0	0	0	0	0	2	3	5

78-0003	CLEAR CREEK PUBLIC SCHOOL	78-0003-001	CLEAR CREEK PUBLIC SCHOOL	03	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0003	CLEAR CREEK PUBLIC SCHOOL	78-0003-001	CLEAR CREEK PUBLIC SCHOOL	04	1	1	0	0	0	0	0	0	0	0	1	1	2

78-0003	CLEAR CREEK PUBLIC SCHOOL	78-0003-001	CLEAR CREEK PUBLIC SCHOOL	05	0	1	0	0	0	0	0	0	0	0	0	1	1

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-001	YUTAN HIGH SCHOOL	07	17	17	0	0	0	1	0	0	0	0	17	18	35

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-001	YUTAN HIGH SCHOOL	08	18	25	0	0	0	1	0	0	0	0	18	26	44

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-001	YUTAN HIGH SCHOOL	09	25	19	0	0	0	2	0	0	1	0	26	21	47

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-001	YUTAN HIGH SCHOOL	10	11	18	0	1	0	0	0	0	0	0	11	19	30

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-001	YUTAN HIGH SCHOOL	11	11	15	0	1	1	0	0	0	0	1	12	17	29

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-001	YUTAN HIGH SCHOOL	12	16	21	0	0	0	1	0	0	0	0	16	22	38

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	K	15	8	0	0	0	1	0	0	0	0	15	9	24

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	01	18	17	0	1	1	3	0	0	0	0	19	21	40

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	02	13	15	0	0	0	0	0	0	0	0	13	15	28

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	03	11	19	0	0	0	0	0	0	0	0	11	19	30

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	04	19	19	0	0	0	0	0	0	0	0	19	19	38

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	05	16	19	0	0	0	1	0	0	0	0	16	20	36

78-0009	YUTAN PUBLIC SCHOOLS	78-0009-002	YUTAN ELEMENTARY SCHOOL	06	23	19	0	0	0	1	0	0	0	0	23	20	43

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	K	5	6	0	0	0	0	0	0	0	0	5	6	11

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	01	5	7	0	0	0	0	0	0	0	0	5	7	12

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	02	4	5	0	0	0	0	0	0	0	0	4	5	9

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	03	3	9	0	0	0	0	0	0	0	0	3	9	12

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	04	4	6	0	0	0	0	0	0	0	0	4	6	10

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	05	7	8	0	0	0	0	0	0	0	0	7	8	15

78-0011	PLATTEVILLE PUBLIC SCHOOL	78-0011-001	PLATTEVILLE PUBLIC SCHOOL	06	5	4	0	0	0	0	0	0	0	0	5	4	9

78-0023	STANDARD PUBLIC SCHOOL	78-0023-001	STANDARD PUBLIC SCHOOL	K	0	1	0	0	0	0	1	0	0	0	1	1	2

78-0023	STANDARD PUBLIC SCHOOL	78-0023-001	STANDARD PUBLIC SCHOOL	01	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0023	STANDARD PUBLIC SCHOOL	78-0023-001	STANDARD PUBLIC SCHOOL	02	0	1	0	0	0	0	1	0	0	0	1	1	2

78-0023	STANDARD PUBLIC SCHOOL	78-0023-001	STANDARD PUBLIC SCHOOL	05	1	1	0	0	0	0	0	0	0	0	1	1	2

78-0036	MALMO PUBLIC SCHOOL	78-0036-001	MALMO PUBLIC SCHOOL	02	2	0	0	0	0	1	0	0	0	0	2	1	3

78-0036	MALMO PUBLIC SCHOOL	78-0036-001	MALMO PUBLIC SCHOOL	03	1	1	0	0	0	0	0	0	0	0	1	1	2

78-0036	MALMO PUBLIC SCHOOL	78-0036-001	MALMO PUBLIC SCHOOL	04	2	0	0	0	0	0	0	0	0	0	2	0	2

78-0036	MALMO PUBLIC SCHOOL	78-0036-001	MALMO PUBLIC SCHOOL	05	2	0	0	0	0	0	0	0	0	0	2	0	2

78-0036	MALMO PUBLIC SCHOOL	78-0036-001	MALMO PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-001	WAHOO HIGH SCHOOL	09	26	33	1	0	0	1	1	0	0	1	28	35	63

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-001	WAHOO HIGH SCHOOL	10	40	35	0	0	0	0	0	0	0	0	40	35	75

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-001	WAHOO HIGH SCHOOL	11	33	26	0	0	0	0	0	0	1	0	34	26	60

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-001	WAHOO HIGH SCHOOL	12	33	37	0	2	0	0	0	0	0	0	33	39	72

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-002	WAHOO MIDDLE SCHOOL	06	19	33	1	0	2	0	0	0	0	0	22	33	55

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-002	WAHOO MIDDLE SCHOOL	07	27	32	0	1	3	0	0	0	1	0	31	33	64

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-002	WAHOO MIDDLE SCHOOL	08	34	37	0	1	0	1	0	0	0	1	34	40	74

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-003	WAHOO ELEMENTARY SCHOOL	K	20	31	0	0	4	3	0	0	1	0	25	34	59

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-003	WAHOO ELEMENTARY SCHOOL	01	32	26	0	1	0	1	0	0	1	0	33	28	61

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-003	WAHOO ELEMENTARY SCHOOL	02	24	24	0	0	0	2	1	0	0	2	25	28	53

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-003	WAHOO ELEMENTARY SCHOOL	03	27	23	0	0	0	0	0	0	0	0	27	23	50

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-003	WAHOO ELEMENTARY SCHOOL	04	29	26	0	0	2	3	0	0	0	0	31	29	60

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-003	WAHOO ELEMENTARY SCHOOL	05	40	31	0	0	0	2	0	0	0	0	40	33	73

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-004	WAHOO PRE-SCHOOL	PK	10	21	0	0	2	1	0	0	0	1	12	23	35

78-0039	WAHOO PUBLIC SCHOOLS	78-0039-005	WAHOO PRE-SCHOOL/ASHLAND	PK	8	6	0	0	1	0	0	0	0	0	9	6	15

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	K	1	1	0	0	0	0	0	0	0	0	1	1	2

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	01	0	1	0	0	0	0	0	0	0	0	0	1	1

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	02	0	3	0	0	0	0	0	0	0	0	0	3	3

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	03	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	04	2	2	0	0	0	0	0	0	0	0	2	2	4

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	05	1	2	0	0	0	0	0	0	0	0	1	2	3

78-0050	ITHACA PUBLIC SCHOOL	78-0050-001	ITHACA PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0070	SOUTH CENTER PUBLIC SCHOOL	78-0070-001	SOUTH CENTER PUBLIC SCHOOL	K	1	1	0	0	0	0	0	0	0	0	1	1	2

78-0070	SOUTH CENTER PUBLIC SCHOOL	78-0070-001	SOUTH CENTER PUBLIC SCHOOL	01	2	3	0	0	0	0	0	0	0	0	2	3	5

78-0070	SOUTH CENTER PUBLIC SCHOOL	78-0070-001	SOUTH CENTER PUBLIC SCHOOL	03	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0070	SOUTH CENTER PUBLIC SCHOOL	78-0070-001	SOUTH CENTER PUBLIC SCHOOL	04	2	0	0	0	0	0	0	0	0	0	2	0	2

78-0070	SOUTH CENTER PUBLIC SCHOOL	78-0070-001	SOUTH CENTER PUBLIC SCHOOL	05	0	4	0	0	0	0	0	0	0	0	0	4	4

78-0072	MEAD PUBLIC SCHOOLS	78-0072-001	MEAD HIGH SCHOOL	07	15	7	0	0	0	0	2	0	0	0	17	7	24

78-0072	MEAD PUBLIC SCHOOLS	78-0072-001	MEAD HIGH SCHOOL	08	8	17	0	0	0	0	0	0	0	0	8	17	25

78-0072	MEAD PUBLIC SCHOOLS	78-0072-001	MEAD HIGH SCHOOL	09	18	14	0	0	0	0	0	0	0	0	18	14	32

78-0072	MEAD PUBLIC SCHOOLS	78-0072-001	MEAD HIGH SCHOOL	10	13	16	0	0	0	0	0	0	0	0	13	16	29

78-0072	MEAD PUBLIC SCHOOLS	78-0072-001	MEAD HIGH SCHOOL	11	11	10	0	0	0	0	0	1	0	0	11	11	22

78-0072	MEAD PUBLIC SCHOOLS	78-0072-001	MEAD HIGH SCHOOL	12	10	11	0	0	0	0	0	0	0	0	10	11	21

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	K	7	8	0	0	0	0	0	0	0	0	7	8	15

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	01	13	9	0	0	0	0	0	0	0	0	13	9	22

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	02	9	4	0	1	0	0	0	0	0	0	9	5	14

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	03	8	10	0	0	1	0	0	0	0	0	9	10	19

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	04	9	6	0	0	1	0	0	0	0	0	10	6	16

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	05	9	8	0	0	0	0	0	0	0	0	9	8	17

78-0072	MEAD PUBLIC SCHOOLS	78-0072-002	MEAD ELEMENTARY SCHOOL	06	15	12	0	0	1	0	0	0	0	0	16	12	28

78-0103	WESTON PUBLIC SCHOOL	78-0103-001	WESTON PUBLIC SCHOOL	K	0	2	0	0	0	0	0	0	0	0	0	2	2

78-0103	WESTON PUBLIC SCHOOL	78-0103-001	WESTON PUBLIC SCHOOL	01	0	1	0	0	0	0	0	0	0	0	0	1	1

78-0103	WESTON PUBLIC SCHOOL	78-0103-001	WESTON PUBLIC SCHOOL	02	0	1	0	0	0	0	0	0	0	0	0	1	1

78-0103	WESTON PUBLIC SCHOOL	78-0103-001	WESTON PUBLIC SCHOOL	03	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0103	WESTON PUBLIC SCHOOL	78-0103-001	WESTON PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0103	WESTON PUBLIC SCHOOL	78-0103-001	WESTON PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-001	PRAGUE HIGH SCHOOL	07	4	4	0	0	0	0	0	0	0	0	4	4	8

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-001	PRAGUE HIGH SCHOOL	08	7	7	0	0	0	0	0	0	0	0	7	7	14

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-001	PRAGUE HIGH SCHOOL	09	9	6	0	0	0	0	0	0	0	0	9	6	15

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-001	PRAGUE HIGH SCHOOL	10	12	5	0	0	0	0	0	0	0	0	12	5	17

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-001	PRAGUE HIGH SCHOOL	11	5	5	0	0	0	0	0	0	0	0	5	5	10

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-001	PRAGUE HIGH SCHOOL	12	5	7	0	0	0	0	0	0	0	0	5	7	12

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	K	3	5	0	1	1	0	0	0	0	0	4	6	10

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	01	2	10	0	0	0	0	0	0	0	0	2	10	12

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	02	3	4	0	0	0	0	0	0	0	0	3	4	7

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	03	4	5	0	0	0	0	0	0	0	0	4	5	9

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	04	6	7	0	0	0	0	0	0	0	0	6	7	13

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	05	1	6	0	0	0	0	0	0	0	0	1	6	7

78-0104	PRAGUE PUBLIC SCHOOLS	78-0104-002	PRAGUE ELEMENTARY SCHOOL	06	6	8	0	0	0	0	0	0	0	0	6	8	14

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-001	CEDAR BLUFFS HIGH SCHOOL	07	10	16	0	0	0	0	0	0	0	0	10	16	26

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-001	CEDAR BLUFFS HIGH SCHOOL	08	13	11	0	0	0	0	0	0	1	0	14	11	25

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-001	CEDAR BLUFFS HIGH SCHOOL	09	17	15	0	0	0	0	0	0	0	0	17	15	32

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-001	CEDAR BLUFFS HIGH SCHOOL	10	14	14	0	0	0	0	0	0	0	0	14	14	28

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-001	CEDAR BLUFFS HIGH SCHOOL	11	6	19	0	0	0	0	0	1	0	0	6	20	26

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-001	CEDAR BLUFFS HIGH SCHOOL	12	14	11	0	0	0	0	0	0	0	0	14	11	25

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	K	5	12	0	0	0	0	0	0	1	0	6	12	18

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	01	5	7	0	0	1	0	0	0	0	0	6	7	13

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	02	4	9	0	0	0	0	0	0	0	1	4	10	14

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	03	16	8	0	0	0	0	0	0	1	0	17	8	25

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	04	11	5	1	0	0	0	0	0	1	0	13	5	18

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	05	6	8	0	0	0	0	0	0	0	0	6	8	14

78-0107	CEDAR BLUFFS PUBLIC SCHOOLS	78-0107-002	CEDAR BLUFFS ELEMENTARY SCHOOL	06	8	16	0	0	0	0	0	0	0	0	8	16	24

78-0111	TOUHY PUBLIC SCHOOL	78-0111-001	TOUHY PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0111	TOUHY PUBLIC SCHOOL	78-0111-001	TOUHY PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0111	TOUHY PUBLIC SCHOOL	78-0111-001	TOUHY PUBLIC SCHOOL	08	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0115	NORTH STAR PUBLIC SCHOOL	78-0115-001	NORTH STAR PUBLIC SCHOOL	03	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0115	NORTH STAR PUBLIC SCHOOL	78-0115-001	NORTH STAR PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0115	NORTH STAR PUBLIC SCHOOL	78-0115-001	NORTH STAR PUBLIC SCHOOL	07	1	0	0	0	0	0	0	0	0	0	1	0	1

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	PK	18	18	0	0	0	0	0	0	0	0	18	18	36

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	K	16	11	0	0	0	0	0	0	1	0	17	11	28

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	01	20	19	0	0	0	0	0	0	0	0	20	19	39

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	02	14	19	0	1	0	0	0	0	0	0	14	20	34

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	03	16	14	0	0	1	0	0	0	0	0	17	14	31

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	04	12	21	0	0	0	0	0	0	3	0	15	21	36

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	05	18	25	0	0	0	1	0	0	0	0	18	26	44

78-0701	ST WENCESLAUS ELEMENTARY SCH	78-0701-001	ST WENCESLAUS ELEMENTARY SCH	06	24	16	1	0	0	0	1	0	1	1	27	17	44

78-0702	BISHOP NEUMANN HIGH SCHOOL	78-0702-001	BISHOP NEUMANN HIGH SCHOOL	07	36	22	0	0	0	1	1	0	0	0	37	23	60

78-0702	BISHOP NEUMANN HIGH SCHOOL	78-0702-001	BISHOP NEUMANN HIGH SCHOOL	08	27	25	1	0	1	0	1	0	0	2	30	27	57

78-0702	BISHOP NEUMANN HIGH SCHOOL	78-0702-001	BISHOP NEUMANN HIGH SCHOOL	09	26	25	0	0	1	0	0	0	0	0	27	25	52

78-0702	BISHOP NEUMANN HIGH SCHOOL	78-0702-001	BISHOP NEUMANN HIGH SCHOOL	10	27	26	0	0	1	0	0	0	0	1	28	27	55

78-0702	BISHOP NEUMANN HIGH SCHOOL	78-0702-001	BISHOP NEUMANN HIGH SCHOOL	11	26	31	0	1	0	0	0	0	0	0	26	32	58

78-0702	BISHOP NEUMANN HIGH SCHOOL	78-0702-001	BISHOP NEUMANN HIGH SCHOOL	12	31	27	1	1	0	0	0	0	0	0	32	28	60

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	PK	5	5	0	0	0	0	0	0	0	0	5	5	10

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	K	6	4	0	1	0	0	0	0	0	0	6	5	11

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	01	2	6	0	0	0	0	0	0	0	0	2	6	8

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	02	2	8	0	0	0	0	0	0	0	0	2	8	10

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	03	8	7	0	0	0	0	0	0	0	0	8	7	15

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	04	3	6	0	0	1	0	0	0	0	0	4	6	10

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	05	6	13	0	0	0	0	0	0	0	0	6	13	19

78-0703	ST JOHN NEPOMUCENE ELEM SCHOOL	78-0703-001	ST JOHN NEPOMUCENE ELEM SCHOOL	06	6	9	0	0	0	0	0	0	0	0	6	9	15

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-001	MINATARE HIGH SCHOOL	07	3	4	0	0	4	1	0	1	0	0	7	6	13

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-001	MINATARE HIGH SCHOOL	08	3	5	0	0	5	2	0	0	1	0	9	7	16

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-001	MINATARE HIGH SCHOOL	09	5	5	0	0	2	2	0	1	0	0	7	8	15

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-001	MINATARE HIGH SCHOOL	10	5	12	0	0	3	2	1	0	1	0	10	14	24

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-001	MINATARE HIGH SCHOOL	11	6	3	0	0	2	2	0	0	0	0	8	5	13

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-001	MINATARE HIGH SCHOOL	12	6	8	0	0	1	3	0	0	0	0	7	11	18

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	K	5	1	0	0	3	6	0	0	0	0	8	7	15

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	01	7	7	0	0	3	5	1	0	0	0	11	12	23

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	02	7	1	0	0	3	5	0	0	0	0	10	6	16

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	03	4	3	0	0	2	4	0	0	0	0	6	7	13

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	04	2	4	0	0	2	4	0	0	0	0	4	8	12

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	05	4	4	0	0	4	5	0	0	0	0	8	9	17

79-0002	MINATARE PUBLIC SCHOOLS	79-0002-002	MINATARE ELEMENTARY SCHOOL	06	5	4	0	0	2	2	0	0	0	0	7	6	13

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	K	0	2	0	0	0	0	0	0	0	0	0	2	2

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	01	2	4	0	0	1	0	0	0	0	0	3	4	7

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	02	1	2	0	0	0	1	1	0	0	0	2	3	5

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	03	4	1	0	0	0	1	0	0	0	0	4	2	6

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	05	1	2	0	0	1	0	0	0	0	0	2	2	4

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	06	4	3	0	0	1	1	0	0	0	0	5	4	9

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	07	1	1	0	0	0	0	0	0	0	0	1	1	2

79-0005	HIGHLAND PUBLIC SCHOOL	79-0005-001	HIGHLAND PUBLIC SCHOOL	08	2	2	0	0	0	1	0	0	0	0	2	3	5

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-001	MORRILL HIGH SCHOOL	07	18	12	0	0	10	5	0	0	0	0	28	17	45

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-001	MORRILL HIGH SCHOOL	08	15	15	0	0	6	6	0	1	0	0	21	22	43

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-001	MORRILL HIGH SCHOOL	09	12	16	0	0	6	7	0	0	1	0	19	23	42

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-001	MORRILL HIGH SCHOOL	10	10	11	0	0	6	2	0	0	0	0	16	13	29

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-001	MORRILL HIGH SCHOOL	11	14	15	1	0	4	2	0	0	1	0	20	17	37

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-001	MORRILL HIGH SCHOOL	12	13	12	0	1	1	2	0	0	0	0	14	15	29

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	K	10	11	0	1	7	4	0	1	0	0	17	17	34

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	01	8	10	0	0	2	7	0	0	0	0	10	17	27

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	02	15	3	1	1	5	7	0	0	0	0	21	11	32

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	03	10	12	0	1	2	6	0	0	0	0	12	19	31

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	04	10	11	0	0	4	4	0	1	0	0	14	16	30

