Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	Hispanic	American Indian / Alaskan Native	Asian	Black or African American	Native Hawaiian or Other Pacific Islander	White	Two or More Races
SC	20072008	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	54548	25.23	*	*	*	*	*	*	*	*	*	*
SC	20082009	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	43867	24.85	*	*	*	*	*	*	*	*	*	*
SC	20092010	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	44371	26.07	*	*	*	*	*	*	*	*	*	*
SC	20102011	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	45595	26.27	*	*	*	*	*	*	*	*	*	*
DI	20002001	03	0500	000	ARTHUR COUNTY SCHOOLS	29432	15.70	*	*	*	*	*	*	*	*	*	*
DI	20052006	03	0500	000	ARTHUR COUNTY SCHOOLS	34737	19.60	*	*	*	*	*	*	*	*	*	*
DI	20072008	03	0500	000	ARTHUR COUNTY SCHOOLS	35009	17.62	*	*	11.12	*	*	*	*	*	*	*
DI	20082009	03	0500	000	ARTHUR COUNTY SCHOOLS	34435	17.43	*	*	11.80	*	*	*	*	*	*	*
DI	20092010	03	0500	000	ARTHUR COUNTY SCHOOLS	39518	15.60	*	*	12.36	*	*	*	*	*	*	*
DI	20102011	03	0500	000	ARTHUR COUNTY SCHOOLS	43181	16.60	*	*	11.83	*	*	*	*	*	12	*
SC	20002001	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	29432	15.70	*	*	*	*	*	*	*	*	*	*
SC	20052006	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	34737	19.60	*	*	*	*	*	*	*	*	*	*
SC	20072008	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	35459	18.90	*	*	*	*	*	*	*	*	*	*
SC	20082009	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	35613	19.90	*	*	*	*	*	*	*	*	*	*
SC	20092010	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	40599	16.82	*	*	*	*	*	*	*	*	*	*
SC	20102011	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	45153	17.82	*	*	*	*	*	*	*	*	*	*
SC	20072008	03	0500	002	ARTHUR ELEM SCH - LOWER	36734	16.33	*	*	*	*	*	*	*	*	*	*
SC	20082009	03	0500	002	ARTHUR ELEM SCH - LOWER	34568	11.80	*	*	*	*	*	*	*	*	*	*
SC	20092010	03	0500	002	ARTHUR ELEM SCH - LOWER	40759	12.80	*	*	*	*	*	*	*	*	*	*
SC	20102011	03	0500	002	ARTHUR ELEM SCH - LOWER	45109	14.86	*	*	*	*	*	*	*	*	*	*
DI	20002001	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	28436	13.35	*	*	17.38	*	*	*	*	*	*	*
DI	20052006	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	35503	17.80	*	*	18.25	*	*	*	*	*	*	*
DI	20072008	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	38545	16.85	*	*	18.25	*	*	*	*	*	*	*
DI	20082009	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	40882	18.19	*	*	19.23	*	*	*	*	*	*	*
DI	20092010	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	42131	17.52	*	*	19.23	*	*	*	*	*	*	*
DI	20102011	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	41049	15.27	*	*	20.13	*	*	*	*	*	19	*
SC	20002001	04	0001	001	BANNER COUNTY HIGH SCHOOL	27728	13.08	*	*	*	*	*	*	*	*	*	*
SC	20052006	04	0001	001	BANNER COUNTY HIGH SCHOOL	34849	18.08	*	*	*	*	*	*	*	*	*	*
SC	20072008	04	0001	001	BANNER COUNTY HIGH SCHOOL	38445	17.85	*	*	*	*	*	*	*	*	*	*
SC	20082009	04	0001	001	BANNER COUNTY HIGH SCHOOL	41260	19.50	*	*	*	*	*	*	*	*	*	*
SC	20092010	04	0001	001	BANNER COUNTY HIGH SCHOOL	43350	20.36	*	*	*	*	*	*	*	*	*	*
SC	20102011	04	0001	001	BANNER COUNTY HIGH SCHOOL	42118	18.86	*	*	10.33	*	*	*	*	*	10	*
SC	20002001	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	29483	13.60	*	*	*	*	*	*	*	*	*	*
SC	20052006	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	34664	14.09	*	*	*	*	*	*	*	*	*	*
SC	20072008	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	37913	13.64	*	*	*	*	*	*	*	*	*	*
SC	20082009	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	40916	16.15	*	*	*	*	*	*	*	*	*	*
SC	20092010	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	41990	14.62	*	*	*	*	*	*	*	*	*	*
SC	20102011	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	40806	10.75	*	*	*	*	*	*	*	*	*	*
DI	20002001	05	0071	000	SANDHILLS PUBLIC SCHOOLS	29382	15.10	*	*	17.72	*	*	*	*	*	*	*
DI	20052006	05	0071	000	SANDHILLS PUBLIC SCHOOLS	32687	14.55	*	*	18.69	*	*	*	*	*	*	*
DI	20072008	05	0071	000	SANDHILLS PUBLIC SCHOOLS	35569	16.52	*	*	18.75	*	*	*	*	*	*	*
DI	20082009	05	0071	000	SANDHILLS PUBLIC SCHOOLS	37431	17.30	*	*	16.90	*	*	*	*	*	*	*
DI	20092010	05	0071	000	SANDHILLS PUBLIC SCHOOLS	37949	16.60	*	*	17.00	*	*	*	*	*	*	*
DI	20102011	05	0071	000	SANDHILLS PUBLIC SCHOOLS	40329	16.05	*	*	17.38	*	*	*	*	*	17	*
SC	20002001	05	0071	001	HIGH SCHOOL AT DUNNING	29645	15.67	*	*	*	*	*	*	*	*	*	*
SC	20052006	05	0071	001	HIGH SCHOOL AT DUNNING	32587	16.58	*	*	10.00	*	*	*	*	*	*	*
SC	20072008	05	0071	001	HIGH SCHOOL AT DUNNING	34743	17.18	*	*	*	*	*	*	*	*	*	*
SC	20082009	05	0071	001	HIGH SCHOOL AT DUNNING	36281	17.80	*	*	*	*	*	*	*	*	*	*
SC	20092010	05	0071	001	HIGH SCHOOL AT DUNNING	36126	16.17	*	*	*	*	*	*	*	*	*	*
SC	20102011	05	0071	001	HIGH SCHOOL AT DUNNING	37993	15.82	*	*	*	*	*	*	*	*	*	*
SC	20002001	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	30117	14.36	*	*	*	*	*	*	*	*	*	*
SC	20052006	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	33526	13.85	*	*	*	*	*	*	*	*	*	*
SC	20072008	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	37015	17.15	*	*	10.11	*	*	*	*	*	*	*
SC	20082009	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	38996	18.15	*	*	*	*	*	*	*	*	*	*
SC	20092010	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	38390	15.75	*	*	*	*	*	*	*	*	*	*
SC	20102011	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	40783	15.73	*	*	*	*	*	*	*	*	*	*
DI	20052006	06	0001	000	BOONE CENTRAL SCHOOLS	41200	20.49	16.00	0.3019	50.48	*	*	*	*	*	*	*
DI	20072008	06	0001	000	BOONE CENTRAL SCHOOLS	44165	20.89	14.00	0.2593	51.14	*	*	*	*	*	*	*
DI	20082009	06	0001	000	BOONE CENTRAL SCHOOLS	46016	21.76	14.00	0.2593	51.83	*	*	*	*	*	*	*
DI	20092010	06	0001	000	BOONE CENTRAL SCHOOLS	47594	21.62	15.00	0.2885	50.55	*	*	*	*	*	*	*
DI	20102011	06	0001	000	BOONE CENTRAL SCHOOLS	49482	22.62	15.00	0.2885	50.55	*	*	*	*	*	51	*
SC	20052006	06	0001	001	BOONE CENTRAL HIGH SCHOOL	40718	20.15	*	*	23.62	*	*	*	*	*	*	*
SC	20072008	06	0001	001	BOONE CENTRAL HIGH SCHOOL	44131	20.24	*	*	22.19	*	*	*	*	*	*	*
SC	20082009	06	0001	001	BOONE CENTRAL HIGH SCHOOL	46081	20.29	*	*	22.50	*	*	*	*	*	*	*
SC	20092010	06	0001	001	BOONE CENTRAL HIGH SCHOOL	46042	19.00	*	*	21.13	*	*	*	*	*	*	*
SC	20102011	06	0001	001	BOONE CENTRAL HIGH SCHOOL	47946	19.28	*	*	21.37	*	*	*	*	*	21	*
SC	20052006	06	0001	002	BOONE CENTRAL ELEM-ALBION	41294	19.89	*	*	17.40	*	*	*	*	*	*	*
SC	20072008	06	0001	002	BOONE CENTRAL ELEM-ALBION	43857	21.00	*	*	18.67	*	*	*	*	*	*	*
SC	20082009	06	0001	002	BOONE CENTRAL ELEM-ALBION	45271	21.90	*	*	18.67	*	*	*	*	*	*	*
SC	20092010	06	0001	002	BOONE CENTRAL ELEM-ALBION	48642	24.00	*	*	18.42	*	*	*	*	*	*	*
SC	20102011	06	0001	002	BOONE CENTRAL ELEM-ALBION	50605	25.58	*	*	17.02	*	*	*	*	*	17	*
SC	20052006	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	39918	18.71	*	*	*	*	*	*	*	*	*	*
SC	20072008	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	42311	18.77	*	*	10.28	*	*	*	*	*	*	*
SC	20082009	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	44912	21.14	*	*	10.66	*	*	*	*	*	*	*
SC	20092010	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	46119	17.94	*	*	11.00	*	*	*	*	*	*	*
SC	20102011	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	48188	18.94	*	*	11.16	*	*	*	*	*	11	*
SC	20102011	06	0001	006	ABC PRESCHOOL	49880	14.00	*	*	*	*	*	*	*	*	*	*
DI	20002001	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	27110	13.43	*	*	19.50	*	*	*	*	*	*	*
DI	20052006	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	35593	16.71	*	*	14.99	*	*	*	*	*	*	*
DI	20072008	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	34728	16.94	*	*	16.63	*	*	*	*	*	*	*
DI	20082009	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	35893	16.21	*	*	17.25	*	*	*	*	*	*	*
DI	20092010	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	36673	14.68	*	*	16.50	*	*	*	*	*	*	*
DI	20102011	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	37740	14.74	*	*	17.00	*	*	*	*	*	17	*
SC	20002001	06	0006	001	CEDAR RAPIDS JR-SR HIGH	27457	13.87	*	*	11.20	*	*	*	*	*	*	*
SC	20052006	06	0006	001	CEDAR RAPIDS JR-SR HIGH	34816	15.62	*	*	*	*	*	*	*	*	*	*
SC	20072008	06	0006	001	CEDAR RAPIDS JR-SR HIGH	34159	16.69	*	*	10.89	*	*	*	*	*	*	*
SC	20082009	06	0006	001	CEDAR RAPIDS JR-SR HIGH	35492	15.27	*	*	11.00	*	*	*	*	*	*	*
SC	20092010	06	0006	001	CEDAR RAPIDS JR-SR HIGH	36432	14.33	*	*	10.13	*	*	*	*	*	*	*
SC	20102011	06	0006	001	CEDAR RAPIDS JR-SR HIGH	38458	15.33	*	*	10.61	*	*	*	*	*	11	*
SC	20002001	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	25124	9.91	*	*	*	*	*	*	*	*	*	*
SC	20052006	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35730	14.00	*	*	*	*	*	*	*	*	*	*
SC	20072008	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	34897	17.40	*	*	*	*	*	*	*	*	*	*
SC	20082009	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35726	18.00	*	*	*	*	*	*	*	*	*	*
SC	20092010	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35075	14.44	*	*	*	*	*	*	*	*	*	*
SC	20102011	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35109	13.50	*	*	*	*	*	*	*	*	*	*
DI	20002001	06	0017	000	ST EDWARD PUBLIC SCHOOLS	27423	14.40	*	*	18.65	*	*	*	*	*	*	*
DI	20052006	06	0017	000	ST EDWARD PUBLIC SCHOOLS	32128	15.32	*	*	21.50	*	*	*	*	*	*	*
DI	20072008	06	0017	000	ST EDWARD PUBLIC SCHOOLS	34368	15.43	*	*	21.50	*	*	*	*	*	*	*
DI	20082009	06	0017	000	ST EDWARD PUBLIC SCHOOLS	37087	15.91	*	*	21.00	*	*	*	*	*	*	*
DI	20092010	06	0017	000	ST EDWARD PUBLIC SCHOOLS	37904	16.09	*	*	22.00	*	*	*	*	*	*	*
DI	20102011	06	0017	000	ST EDWARD PUBLIC SCHOOLS	38116	16.30	*	*	21.74	*	*	*	*	*	22	*
SC	20002001	06	0017	001	ST EDWARD HIGH SCHOOL	26736	14.09	*	*	*	*	*	*	*	*	*	*
SC	20052006	06	0017	001	ST EDWARD HIGH SCHOOL	30760	14.54	*	*	11.30	*	*	*	*	*	*	*
SC	20072008	06	0017	001	ST EDWARD HIGH SCHOOL	33432	15.21	*	*	11.25	*	*	*	*	*	*	*
SC	20082009	06	0017	001	ST EDWARD HIGH SCHOOL	36470	15.57	*	*	11.50	*	*	*	*	*	*	*
SC	20092010	06	0017	001	ST EDWARD HIGH SCHOOL	37934	15.63	*	*	12.50	*	*	*	*	*	*	*
SC	20102011	06	0017	001	ST EDWARD HIGH SCHOOL	38456	16.47	*	*	11.66	*	*	*	*	*	12	*
SC	20002001	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	27900	15.42	*	*	*	*	*	*	*	*	*	*
SC	20052006	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	32565	14.58	*	*	10.20	*	*	*	*	*	*	*
SC	20072008	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	35106	14.50	*	*	10.25	*	*	*	*	*	*	*
SC	20082009	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	37632	15.92	*	*	*	*	*	*	*	*	*	*
SC	20092010	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	38606	16.23	*	*	*	*	*	*	*	*	*	*
SC	20102011	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	38788	15.92	*	*	10.08	*	*	*	*	*	10	*
DI	20002001	07	0006	000	ALLIANCE PUBLIC SCHOOLS	34440	16.45	61.00	0.4178	145.50	*	*	*	*	*	*	*
DI	20052006	07	0006	000	ALLIANCE PUBLIC SCHOOLS	38305	19.05	53.00	0.4309	122.75	*	*	*	*	*	*	*
DI	20072008	07	0006	000	ALLIANCE PUBLIC SCHOOLS	39856	19.01	54.00	0.4186	123.35	*	*	*	*	*	*	*
DI	20082009	07	0006	000	ALLIANCE PUBLIC SCHOOLS	42641	18.34	46.00	0.3966	112.55	*	*	*	*	*	*	*
DI	20092010	07	0006	000	ALLIANCE PUBLIC SCHOOLS	43514	17.48	45.00	0.3689	120.07	*	*	*	*	*	*	*
DI	20102011	07	0006	000	ALLIANCE PUBLIC SCHOOLS	44461	17.48	47.00	0.3790	123.21	23	*	*	*	*	100	*
SC	20002001	07	0006	001	ALLIANCE HIGH SCHOOL	36168	17.92	28.00	0.5714	48.00	*	*	*	*	*	*	*
SC	20052006	07	0006	001	ALLIANCE HIGH SCHOOL	39637	19.59	29.00	0.6591	43.25	*	*	*	*	*	*	*
SC	20072008	07	0006	001	ALLIANCE HIGH SCHOOL	40405	20.10	23.00	0.5476	40.37	*	*	*	*	*	*	*
SC	20082009	07	0006	001	ALLIANCE HIGH SCHOOL	43904	20.09	22.00	0.5116	40.12	*	*	*	*	*	*	*
SC	20092010	07	0006	001	ALLIANCE HIGH SCHOOL	44895	19.53	21.00	0.4667	42.12	*	*	*	*	*	*	*
SC	20102011	07	0006	001	ALLIANCE HIGH SCHOOL	46036	19.37	19.00	0.4419	41.96	*	*	*	*	*	41	*
SC	20002001	07	0006	002	ALLIANCE MIDDLE SCHOOL	34683	15.25	15.00	0.4167	36.00	*	*	*	*	*	*	*
SC	20052006	07	0006	002	ALLIANCE MIDDLE SCHOOL	37649	19.30	15.00	0.3488	37.43	*	*	*	*	*	*	*
SC	20072008	07	0006	002	ALLIANCE MIDDLE SCHOOL	40424	18.68	17.00	0.4250	35.49	*	*	*	*	*	*	*
SC	20082009	07	0006	002	ALLIANCE MIDDLE SCHOOL	41868	17.53	15.00	0.3947	35.50	*	*	*	*	*	*	*
SC	20092010	07	0006	002	ALLIANCE MIDDLE SCHOOL	43541	16.61	14.00	0.3684	35.96	*	*	*	*	*	*	*
SC	20102011	07	0006	002	ALLIANCE MIDDLE SCHOOL	44139	16.50	15.00	0.3750	38.25	*	*	*	*	*	35	*
SC	20002001	07	0006	004	EMERSON ELEMENTARY SCHOOL	33106	15.39	*	*	18.70	*	*	*	*	*	*	*
SC	20052006	07	0006	004	EMERSON ELEMENTARY SCHOOL	37350	18.04	*	*	21.76	*	*	*	*	*	*	*
SC	20072008	07	0006	004	EMERSON ELEMENTARY SCHOOL	40197	20.39	*	*	20.13	*	*	*	*	*	*	*
SC	20082009	07	0006	004	EMERSON ELEMENTARY SCHOOL	42350	19.72	*	*	16.95	*	*	*	*	*	*	*
SC	20092010	07	0006	004	EMERSON ELEMENTARY SCHOOL	43146	17.90	*	*	19.50	*	*	*	*	*	*	*
SC	20102011	07	0006	004	EMERSON ELEMENTARY SCHOOL	43588	16.08	*	*	23.00	*	*	*	*	*	21	*
SC	20002001	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	32245	14.43	*	*	22.30	*	*	*	*	*	*	*
SC	20052006	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	36979	19.20	*	*	18.56	*	*	*	*	*	*	*
SC	20072008	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	38364	21.11	*	*	16.98	*	*	*	*	*	*	*
SC	20082009	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	42587	16.30	*	*	18.10	*	*	*	*	*	*	*
SC	20092010	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	41299	15.36	*	*	19.61	*	*	*	*	*	*	*
SC	20102011	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	43462	17.16	*	*	17.00	17	*	*	*	*	*	*
SC	20002001	07	0006	006	ALLIANCE EARLY CHILD ED PROG	37093	17.33	*	*	*	*	*	*	*	*	*	*
SC	20052006	07	0006	006	ALLIANCE EARLY CHILD ED PROG	39183	21.50	*	*	*	*	*	*	*	*	*	*
SC	20072008	07	0006	006	ALLIANCE EARLY CHILD ED PROG	39145	24.00	*	*	*	*	*	*	*	*	*	*
SC	20082009	07	0006	006	ALLIANCE EARLY CHILD ED PROG	46002	24.00	*	*	*	*	*	*	*	*	*	*
SC	20092010	07	0006	006	ALLIANCE EARLY CHILD ED PROG	41377	18.00	*	*	*	*	*	*	*	*	*	*
SC	20102011	07	0006	006	ALLIANCE EARLY CHILD ED PROG	45757	19.33	*	*	*	*	*	*	*	*	*	*
DI	20002001	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	30946	11.68	*	*	36.50	*	*	*	*	*	*	*
DI	20052006	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	37409	14.00	*	*	32.10	*	*	*	*	*	*	*
DI	20072008	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	42265	16.00	11.00	0.3143	33.21	*	*	*	*	*	*	*
DI	20082009	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	43939	16.31	10.00	0.2857	33.21	*	*	*	*	*	*	*
DI	20092010	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	45949	17.31	11.00	0.3143	33.21	*	*	*	*	*	*	*
DI	20102011	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	44594	16.97	13.00	0.3514	34.23	*	*	*	*	*	34	*
SC	20002001	07	0010	001	HEMINGFORD HIGH SCHOOL	30391	8.95	*	*	17.65	*	*	*	*	*	*	*
SC	20052006	07	0010	001	HEMINGFORD HIGH SCHOOL	37211	14.86	*	*	16.81	*	*	*	*	*	*	*
SC	20072008	07	0010	001	HEMINGFORD HIGH SCHOOL	43214	16.85	*	*	16.81	*	*	*	*	*	*	*
SC	20082009	07	0010	001	HEMINGFORD HIGH SCHOOL	43469	15.95	*	*	16.66	*	*	*	*	*	*	*
SC	20092010	07	0010	001	HEMINGFORD HIGH SCHOOL	45773	16.95	*	*	16.66	*	*	*	*	*	*	*
SC	20102011	07	0010	001	HEMINGFORD HIGH SCHOOL	44787	17.90	*	*	16.68	*	*	*	*	*	17	*
SC	20002001	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	31036	13.90	*	*	18.85	*	*	*	*	*	*	*
SC	20052006	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	37106	12.19	*	*	15.29	*	*	*	*	*	*	*
SC	20072008	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	40599	14.44	*	*	15.40	*	*	*	*	*	*	*
SC	20082009	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	44439	16.41	*	*	16.55	*	*	*	*	*	*	*
SC	20092010	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	46234	17.41	*	*	16.55	*	*	*	*	*	*	*
SC	20102011	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	43712	15.28	*	*	17.55	*	*	*	*	*	18	*
DI	20002001	08	0036	000	LYNCH PUBLIC SCHOOLS	29316	16.38	*	*	14.62	*	*	*	*	*	*	*
DI	20052006	08	0036	000	LYNCH PUBLIC SCHOOLS	34485	18.38	*	*	14.00	*	*	*	*	*	*	*
DI	20072008	08	0036	000	LYNCH PUBLIC SCHOOLS	36498	19.63	*	*	14.25	*	*	*	*	*	*	*
DI	20082009	08	0036	000	LYNCH PUBLIC SCHOOLS	36835	22.50	*	*	11.97	*	*	*	*	*	*	*
DI	20092010	08	0036	000	LYNCH PUBLIC SCHOOLS	38457	23.36	*	*	11.97	*	*	*	*	*	*	*
DI	20102011	08	0036	000	LYNCH PUBLIC SCHOOLS	39820	24.29	*	*	11.87	*	*	*	*	*	12	*
SC	20002001	08	0036	001	LYNCH SECONDARY SCHOOL	27703	16.17	*	*	*	*	*	*	*	*	*	*
SC	20052006	08	0036	001	LYNCH SECONDARY SCHOOL	33880	18.25	*	*	*	*	*	*	*	*	*	*
SC	20072008	08	0036	001	LYNCH SECONDARY SCHOOL	36178	19.25	*	*	*	*	*	*	*	*	*	*
SC	20082009	08	0036	001	LYNCH SECONDARY SCHOOL	36427	22.42	*	*	*	*	*	*	*	*	*	*
SC	20092010	08	0036	001	LYNCH SECONDARY SCHOOL	38016	23.25	*	*	*	*	*	*	*	*	*	*
SC	20102011	08	0036	001	LYNCH SECONDARY SCHOOL	39317	24.17	*	*	*	*	*	*	*	*	*	*
SC	20002001	08	0036	002	LYNCH ELEMENTARY SCHOOL	30218	15.40	*	*	*	*	*	*	*	*	*	*
SC	20052006	08	0036	002	LYNCH ELEMENTARY SCHOOL	33119	14.89	*	*	*	*	*	*	*	*	*	*
SC	20072008	08	0036	002	LYNCH ELEMENTARY SCHOOL	35679	16.89	*	*	*	*	*	*	*	*	*	*
SC	20082009	08	0036	002	LYNCH ELEMENTARY SCHOOL	35762	19.00	*	*	*	*	*	*	*	*	*	*
SC	20092010	08	0036	002	LYNCH ELEMENTARY SCHOOL	37541	20.13	*	*	*	*	*	*	*	*	*	*
SC	20102011	08	0036	002	LYNCH ELEMENTARY SCHOOL	39164	21.00	*	*	*	*	*	*	*	*	*	*
DI	20082009	08	0050	000	WEST BOYD SCHOOL DISTRICT	40515	20.30	*	*	25.19	*	*	*	*	*	*	*
DI	20092010	08	0050	000	WEST BOYD SCHOOL DISTRICT	42318	21.69	*	*	23.91	*	*	*	*	*	*	*
DI	20102011	08	0050	000	WEST BOYD SCHOOL DISTRICT	43631	22.11	*	*	25.21	*	*	*	*	*	25	*
SC	20082009	08	0050	001	WEST BOYD HIGH SCHOOL	40469	20.79	*	*	*	*	*	*	*	*	*	*
SC	20092010	08	0050	001	WEST BOYD HIGH SCHOOL	42337	22.79	*	*	10.33	*	*	*	*	*	*	*
SC	20102011	08	0050	001	WEST BOYD HIGH SCHOOL	43533	23.79	*	*	10.25	*	*	*	*	*	10	*
SC	20082009	08	0050	002	WEST BOYD MIDDLE SCHOOL	40244	20.63	*	*	*	*	*	*	*	*	*	*
SC	20092010	08	0050	002	WEST BOYD MIDDLE SCHOOL	42884	21.47	*	*	*	*	*	*	*	*	*	*
SC	20102011	08	0050	002	WEST BOYD MIDDLE SCHOOL	44337	22.47	*	*	*	*	*	*	*	*	*	*
SC	20082009	08	0050	003	WEST BOYD ELEMENTARY SCHOOL	41072	19.64	*	*	*	*	*	*	*	*	*	*
SC	20092010	08	0050	003	WEST BOYD ELEMENTARY SCHOOL	42571	20.64	*	*	*	*	*	*	*	*	*	*
SC	20102011	08	0050	003	WEST BOYD ELEMENTARY SCHOOL	43870	20.42	*	*	*	*	*	*	*	*	*	*
DI	20002001	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	35485	17.88	*	*	40.18	*	*	*	*	*	*	*
DI	20052006	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	39634	20.05	14.00	0.3256	41.90	*	*	*	*	*	*	*
DI	20072008	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	41820	20.19	13.00	0.3095	41.38	*	*	*	*	*	*	*
DI	20082009	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	43028	19.27	15.00	0.3659	40.25	*	*	*	*	*	*	*
DI	20092010	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	44381	19.58	15.00	0.3488	42.25	*	*	*	*	*	*	*
DI	20102011	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	46188	20.43	13.00	0.3250	39.15	*	*	*	*	*	39	*
SC	20002001	09	0010	001	AINSWORTH HIGH SCHOOL	35297	16.10	*	*	14.78	*	*	*	*	*	*	*
SC	20052006	09	0010	001	AINSWORTH HIGH SCHOOL	36505	16.10	*	*	15.62	*	*	*	*	*	*	*
SC	20072008	09	0010	001	AINSWORTH HIGH SCHOOL	39229	16.67	*	*	15.43	*	*	*	*	*	*	*
SC	20082009	09	0010	001	AINSWORTH HIGH SCHOOL	41368	16.38	*	*	15.01	*	*	*	*	*	*	*
SC	20092010	09	0010	001	AINSWORTH HIGH SCHOOL	42442	16.05	*	*	15.39	*	*	*	*	*	*	*
SC	20102011	09	0010	001	AINSWORTH HIGH SCHOOL	43769	15.44	*	*	12.73	*	*	*	*	*	13	*
SC	20002001	09	0010	002	AINSWORTH ELEMENTARY SCHOOL	35911	20.40	*	*	12.65	*	*	*	*	*	*	*
SC	20052006	09	0010	002	AINSWORTH ELEMENTARY SCHOOL	41851	23.47	*	*	13.65	*	*	*	*	*	*	*
SC	20072008	09	0010	002	AINSWORTH ELEMENTARY SCHOOL	43560	23.19	*	*	13.99	*	*	*	*	*	*	*
SC	20082009	09	0010	002	AINSWORTH ELEMENTARY SCHOOL	41727	18.41	*	*	13.76	*	*	*	*	*	*	*
SC	20092010	09	0010	002	AINSWORTH ELEMENTARY SCHOOL	43502	19.61	*	*	14.76	*	*	*	*	*	*	*
SC	20102011	09	0010	002	AINSWORTH ELEMENTARY SCHOOL	45504	22.06	*	*	14.51	*	*	*	*	*	15	*
SC	20002001	09	0010	003	AINSWORTH MIDDLE SCHOOL	35878	16.55	*	*	11.55	*	*	*	*	*	*	*
SC	20052006	09	0010	003	AINSWORTH MIDDLE SCHOOL	38930	18.86	*	*	12.63	*	*	*	*	*	*	*
