"CoDist","DistName","CoDistSch","SchName","Grade","FWNH","MWNH","FAPI","MAPI","FH","MH","FAIA","MAIA","FBNH","MBNH","Ftotal","Mtotal","TOTAL"
"00-0013","EDUCATIONAL SERVICE UNIT 13","00-0013-001","MERIDIAN SCHOOL","06",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"00-0013","EDUCATIONAL SERVICE UNIT 13","00-0013-001","MERIDIAN SCHOOL","07",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"00-0013","EDUCATIONAL SERVICE UNIT 13","00-0013-001","MERIDIAN SCHOOL","08",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"00-0013","EDUCATIONAL SERVICE UNIT 13","00-0013-001","MERIDIAN SCHOOL","09",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"00-0013","EDUCATIONAL SERVICE UNIT 13","00-0013-001","MERIDIAN SCHOOL","12",0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
"00-0013","EDUCATIONAL SERVICE UNIT 13","00-0013-002","CENTER BASED PRE SCHOOL","PK",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"00-0015","EDUCATIONAL SERVICE UNIT 15","00-0015-002","STEP SCHOOL","08",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"00-0015","EDUCATIONAL SERVICE UNIT 15","00-0015-002","STEP SCHOOL","09",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"00-0015","EDUCATIONAL SERVICE UNIT 15","00-0015-002","STEP SCHOOL","10",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00
"00-0015","EDUCATIONAL SERVICE UNIT 15","00-0015-002","STEP SCHOOL","12",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"00-0016","EDUCATIONAL SERVICE UNIT 16","00-0016-003","ESU 16 PRESCHOOL HANDICAPPED","PK",16.00,30.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,1.00,18.00,33.00,51.00
"00-0018","EDUCATIONAL SERVICE UNIT 18","00-0018-001","LANCASTER CO YOUTH SERVICES","07",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00
"00-0018","EDUCATIONAL SERVICE UNIT 18","00-0018-001","LANCASTER CO YOUTH SERVICES","08",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,3.00
"00-0018","EDUCATIONAL SERVICE UNIT 18","00-0018-001","LANCASTER CO YOUTH SERVICES","09",2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"00-0018","EDUCATIONAL SERVICE UNIT 18","00-0018-001","LANCASTER CO YOUTH SERVICES","10",1.00,8.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,4.00,1.00,16.00,17.00
"00-0018","EDUCATIONAL SERVICE UNIT 18","00-0018-001","LANCASTER CO YOUTH SERVICES","11",3.00,9.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,3.00,14.00,17.00
"00-0018","EDUCATIONAL SERVICE UNIT 18","00-0018-001","LANCASTER CO YOUTH SERVICES","12",0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","K",7.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.00,13.00,21.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","01",6.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,6.00,10.00,16.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","02",10.00,12.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,11.00,14.00,25.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","03",7.00,11.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7.00,12.00,19.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","04",9.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,14.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","05",9.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,5.00,14.00
"01-0001","JUNIATA ELEMENTARY SCHOOL","01-0001-001","JUNIATA ELEMENTARY SCHOOL","06",9.00,12.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,12.00,13.00,25.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-001","KENESAW SECONDARY SCHOOL","07",10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,20.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-001","KENESAW SECONDARY SCHOOL","08",8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,16.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-001","KENESAW SECONDARY SCHOOL","09",9.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,8.00,17.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-001","KENESAW SECONDARY SCHOOL","10",11.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,7.00,18.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-001","KENESAW SECONDARY SCHOOL","11",12.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,14.00,26.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-001","KENESAW SECONDARY SCHOOL","12",7.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,9.00,16.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","K",9.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,11.00,20.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","01",12.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,10.00,22.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","02",8.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,9.00,17.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","03",7.00,15.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,16.00,23.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","04",7.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,8.00,15.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","05",8.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,16.00,24.00
"01-0003","KENESAW PUBLIC SCHOOLS","01-0003-002","KENESAW ELEMENTARY SCHOOL","06",11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,12.00,23.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","K",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","01",0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","02",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","03",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","04",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","05",3.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"01-0011","HOLSTEIN PUBLIC SCHOOL","01-0011-001","HOLSTEIN PUBLIC SCHOOL","06",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","PK",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","K",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","01",7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.00,13.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","02",2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,8.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","03",3.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,9.00,12.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","04",6.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,11.00,17.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","05",4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00
"01-0015","DIST 015 - ADAMS COUNTY","01-0015-001","DIST 015 - ADAMS COUNTY","06",8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,7.00,15.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-001","HASTINGS SENIOR HIGH SCHOOL","09",84.00,102.00,3.00,4.00,15.00,16.00,3.00,0.00,1.00,3.00,106.00,125.00,231.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-001","HASTINGS SENIOR HIGH SCHOOL","10",127.00,110.00,6.00,2.00,10.00,9.00,0.00,1.00,2.00,1.00,145.00,123.00,268.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-001","HASTINGS SENIOR HIGH SCHOOL","11",101.00,118.00,1.00,2.00,7.00,8.00,1.00,0.00,2.00,1.00,112.00,129.00,241.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-001","HASTINGS SENIOR HIGH SCHOOL","12",120.00,123.00,4.00,5.00,5.00,9.00,0.00,1.00,0.00,0.00,129.00,138.00,267.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-002","HASTINGS MIDDLE SCHOOL","07",112.00,105.00,2.00,2.00,21.00,13.00,1.00,1.00,4.00,1.00,140.00,122.00,262.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-002","HASTINGS MIDDLE SCHOOL","08",94.00,103.00,3.00,4.00,16.00,14.00,0.00,3.00,2.00,1.00,115.00,125.00,240.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","K",12.00,16.00,0.00,0.00,5.00,6.00,1.00,0.00,0.00,2.00,18.00,24.00,42.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","01",17.00,15.00,0.00,2.00,6.00,1.00,1.00,1.00,0.00,0.00,24.00,19.00,43.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","02",26.00,16.00,0.00,0.00,2.00,4.00,0.00,0.00,1.00,0.00,29.00,20.00,49.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","03",18.00,18.00,0.00,0.00,7.00,5.00,0.00,0.00,0.00,0.00,25.00,23.00,48.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","04",17.00,13.00,0.00,1.00,4.00,1.00,0.00,0.00,1.00,0.00,22.00,15.00,37.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","05",23.00,26.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,1.00,28.00,30.00,58.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-003","ALCOTT ELEMENTARY SCHOOL","06",16.00,17.00,0.00,0.00,6.00,1.00,0.00,0.00,2.00,0.00,24.00,18.00,42.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","PK",19.00,56.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,1.00,24.00,60.00,84.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","K",10.00,25.00,1.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,14.00,29.00,43.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","01",14.00,13.00,2.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,17.00,17.00,34.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","02",22.00,18.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,23.00,20.00,43.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","03",16.00,12.00,0.00,0.00,2.00,3.00,0.00,1.00,0.00,2.00,18.00,18.00,36.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","04",22.00,20.00,1.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,24.00,23.00,47.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","05",15.00,15.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,19.00,15.00,34.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-004","HAWTHORNE ELEMENTARY SCHOOL","06",18.00,14.00,1.00,0.00,2.00,1.00,2.00,1.00,1.00,0.00,24.00,16.00,40.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","PK",8.00,11.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,8.00,14.00,22.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","K",16.00,19.00,0.00,1.00,4.00,6.00,1.00,0.00,4.00,1.00,25.00,27.00,52.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","01",13.00,20.00,1.00,0.00,2.00,5.00,0.00,2.00,0.00,0.00,16.00,27.00,43.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","02",17.00,14.00,0.00,0.00,5.00,1.00,0.00,0.00,1.00,0.00,23.00,15.00,38.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","03",13.00,16.00,0.00,0.00,3.00,5.00,0.00,0.00,0.00,0.00,16.00,21.00,37.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","04",18.00,17.00,2.00,1.00,3.00,4.00,0.00,0.00,0.00,1.00,23.00,23.00,46.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","05",13.00,20.00,0.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00,16.00,27.00,43.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-005","LINCOLN ELEMENTARY SCHOOL","06",17.00,19.00,0.00,0.00,3.00,4.00,0.00,1.00,0.00,0.00,20.00,24.00,44.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","K",17.00,23.00,1.00,0.00,10.00,4.00,0.00,0.00,1.00,0.00,29.00,27.00,56.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","01",14.00,20.00,0.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,18.00,26.00,44.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","02",16.00,19.00,1.00,0.00,12.00,2.00,0.00,0.00,1.00,0.00,30.00,21.00,51.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","03",15.00,22.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,16.00,26.00,42.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","04",16.00,21.00,0.00,0.00,5.00,2.00,0.00,1.00,0.00,0.00,21.00,24.00,45.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","05",24.00,16.00,1.00,0.00,5.00,5.00,0.00,1.00,0.00,0.00,30.00,22.00,52.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-006","LONGFELLOW ELEMENTARY SCHOOL","06",26.00,24.00,0.00,0.00,5.00,3.00,1.00,0.00,0.00,0.00,32.00,27.00,59.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","K",14.00,18.00,0.00,0.00,2.00,5.00,1.00,0.00,1.00,1.00,18.00,24.00,42.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","01",11.00,13.00,2.00,0.00,4.00,3.00,1.00,0.00,0.00,0.00,18.00,16.00,34.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","02",12.00,13.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,15.00,14.00,29.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","03",11.00,18.00,0.00,1.00,6.00,6.00,0.00,0.00,0.00,0.00,17.00,25.00,42.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","04",24.00,14.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,25.00,16.00,41.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","05",15.00,17.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,17.00,20.00,37.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-007","MORTON ELEMENTARY SCHOOL","06",15.00,15.00,1.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,19.00,16.00,35.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","PK",5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,9.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","K",11.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,11.00,8.00,19.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","01",11.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,12.00,23.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","02",6.00,10.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,10.00,17.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","03",6.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,10.00,16.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","04",8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,7.00,15.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","05",7.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,15.00,22.00
"01-0018","HASTINGS PUBLIC SCHOOLS","01-0018-008","RAYMOND A WATSON ELEM SCHOOL","06",10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,20.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","K",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","01",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","02",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","03",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","04",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","05",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"01-0029","RISING STAR PUBLIC SCHOOL","01-0029-001","RISING STAR PUBLIC SCHOOL","06",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
"01-0033","TRI-VIEW PUBLIC SCHOOL","01-0033-001","TRI-VIEW PUBLIC SCHOOL","K",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"01-0033","TRI-VIEW PUBLIC SCHOOL","01-0033-001","TRI-VIEW PUBLIC SCHOOL","01",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"01-0033","TRI-VIEW PUBLIC SCHOOL","01-0033-001","TRI-VIEW PUBLIC SCHOOL","02",1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.00,6.00
"01-0033","TRI-VIEW PUBLIC SCHOOL","01-0033-001","TRI-VIEW PUBLIC SCHOOL","03",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"01-0033","TRI-VIEW PUBLIC SCHOOL","01-0033-001","TRI-VIEW PUBLIC SCHOOL","05",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"01-0033","TRI-VIEW PUBLIC SCHOOL","01-0033-001","TRI-VIEW PUBLIC SCHOOL","06",0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","K",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","01",5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,6.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","02",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","03",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","04",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,3.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","05",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
"01-0053","AYR PUBLIC SCHOOL","01-0053-001","AYR PUBLIC SCHOOL","06",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","K",8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,7.00,15.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","01",6.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,8.00,14.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","02",9.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,10.00,19.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","03",7.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,7.00,7.00,14.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","04",14.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,6.00,20.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","05",14.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,10.00,24.00
"01-0060","WALLACE PUBLIC SCHOOL","01-0060-001","WALLACE PUBLIC SCHOOL","06",5.00,14.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.00,14.00,20.00
