Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master’s Degrees	Teacher FTE	AM_5	AS_5	BL_5	HI_5	WH_5	AM_7	AS_7	BL_7	HI_7	PI_7	WH_7	MU_7	DataAsOf	
SC	20092010	02	2001	003	ORCHARD HIGH SCHOOL	40346	18.57	5	0.3571	8.87	0.00	0.00	0.00	0.00	8.87								11/26/2012	
SC	20102011	02	2001	003	ORCHARD HIGH SCHOOL	41934	19.40	5	0.3333	8.87						0.00	0.00	0.00	0.00	0.00	8.87	0.00	11/26/2012	
SC	20082009	02	2001	004	ORCHARD ELEMENTARY SCHOOL	40299	17.82	5	0.4545	7.25	0.00	0.00	0.00	0.00	7.25								11/26/2012	
SC	20092010	02	2001	004	ORCHARD ELEMENTARY SCHOOL	41644	18.64	5	0.4545	6.75	0.00	0.00	0.00	0.00	6.75								11/26/2012	
SC	20102011	02	2001	004	ORCHARD ELEMENTARY SCHOOL	44501	20.64	5	0.4545	6.75						0.00	0.00	0.00	0.00	0.00	6.75	0.00	11/26/2012	
SC	20112012	02	2001	004	ORCHARD ELEMENTARY SCHOOL	44698	15.56	3	0.3333	4.82						0.00	0.00	0.00	0.00	0.00	4.82	0.00	11/26/2012	
SC	20122013	02	2001	004	ORCHARD ELEMENTARY SCHOOL	42993	17.22	3	0.3333	5.31						0.00	0.00	0.00	0.00	0.00	5.31	0.00	07/05/2013	
SC	20082009	02	2001	005	VERDIGRE HIGH SCHOOL	43605	24.67	5	0.3333	9.99	0.00	0.00	0.00	0.00	9.99								11/26/2012	
SC	20092010	02	2001	005	VERDIGRE HIGH SCHOOL	42854	24.73	5	0.3333	9.85	0.00	0.00	0.00	0.00	9.85								11/26/2012	
SC	20102011	02	2001	005	VERDIGRE HIGH SCHOOL	44241	25.46	4	0.3077	9.46						0.00	0.00	0.00	0.00	0.00	9.46	0.00	11/26/2012	
SC	20082009	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	43867	24.85	4	0.3077	8.89	0.00	0.00	0.00	0.00	8.89								11/26/2012	
SC	20092010	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	44371	26.07	5	0.3571	9.26	0.00	0.00	0.00	0.00	9.26								11/26/2012	
SC	20102011	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	45595	26.27	5	0.3333	9.19						0.00	0.00	0.00	0.00	0.00	9.19	0.00	11/26/2012	
SC	20112012	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	43781	25.33	3	0.2500	6.38						0.00	0.00	0.00	0.00	0.00	6.38	0.00	11/26/2012	
SC	20122013	02	2001	006	VERDIGRE ELEMENTARY SCHOOL	46395	26.45	3	0.2727	6.49						0.00	0.00	0.00	0.00	0.00	6.49	0.00	07/05/2013	
SC	20112012	02	2001	007	CLEARWATER/ORCHARD MIDDLE SCHOOL	39804	13.00	3	0.2000	8.23						0.00	0.00	0.00	0.00	0.00	8.23	0.00	11/26/2012	
SC	20122013	02	2001	007	CLEARWATER/ORCHARD MIDDLE SCHOOL	41441	15.00	3	0.2000	8.86						0.00	0.00	0.00	0.00	0.00	8.86	0.00	07/05/2013	
SC	20112012	02	2001	008	CLEARWATER/ORCHARD HIGH SCHOOL	42047	16.74	6	0.3158	10.81						0.00	0.00	0.00	0.00	0.00	10.81	0.00	11/26/2012	
SC	20122013	02	2001	008	CLEARWATER/ORCHARD HIGH SCHOOL	46494	19.52	8	0.3810	10.10						0.00	0.00	0.00	0.00	0.00	10.10	0.00	07/05/2013	
SC	20112012	02	2001	009	VERDIGRE HIGH SCHOOL	44836	24.92	5	0.3846	6.84						0.00	0.00	0.00	0.00	0.00	6.84	0.00	11/26/2012	
SC	20122013	02	2001	009	VERDIGRE HIGH SCHOOL	46663	26.25	5	0.4167	7.03						0.00	0.00	0.00	0.00	0.00	7.03	0.00	07/05/2013	
SC	20112012	02	2001	010	VERDIGRE MIDDLE SCHOOL	44630	23.65	6	0.3529	5.89						0.00	0.00	0.00	0.00	0.00	5.89	0.00	11/26/2012	
SC	20122013	02	2001	010	VERDIGRE MIDDLE SCHOOL	47148	27.00	6	0.3750	5.15						0.00	0.00	0.00	0.00	0.00	5.15	0.00	07/05/2013	
DI	20082009	03	0500	000	ARTHUR COUNTY SCHOOLS	34435	17.43	6	0.4286	11.80	0.00	0.00	0.00	0.40	11.40								11/26/2012	
DI	20092010	03	0500	000	ARTHUR COUNTY SCHOOLS	39518	15.60	4	0.2667	12.36	0.00	0.00	0.00	0.40	11.96								11/26/2012	
DI	20102011	03	0500	000	ARTHUR COUNTY SCHOOLS	43181	16.60	4	0.2667	11.83						0.00	0.00	0.00	0.14	0.00	11.69	0.00	11/26/2012	
DI	20112012	03	0500	000	ARTHUR COUNTY SCHOOLS	42990	15.07	4	0.2667	11.89						0.00	0.00	0.00	0.20	0.00	11.69	0.00	11/26/2012	
DI	20122013	03	0500	000	ARTHUR COUNTY SCHOOLS	45509	17.14	9	0.6429	11.87						0.00	0.00	0.00	0.15	0.00	11.72	0.00	07/05/2013	
SC	20082009	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	35613	19.90	5	0.5000	6.90	0.00	0.00	0.00	0.35	6.55								11/26/2012	
SC	20092010	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	40599	16.82	3	0.2727	7.64	0.00	0.00	0.00	0.35	7.29								11/26/2012	
SC	20102011	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	45153	17.82	3	0.2727	7.28						0.00	0.00	0.00	0.14	0.00	7.14	0.00	11/26/2012	
SC	20112012	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	44354	15.36	3	0.2727	7.34						0.00	0.00	0.00	0.20	0.00	7.14	0.00	11/26/2012	
SC	20122013	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	46054	17.50	6	0.6000	7.37						0.00	0.00	0.00	0.15	0.00	7.22	0.00	07/05/2013	
SC	20082009	03	0500	002	ARTHUR ELEM SCH - LOWER	34568	11.80	3	0.6000	1.90	0.00	0.00	0.00	0.05	1.85								11/26/2012	
SC	20092010	03	0500	002	ARTHUR ELEM SCH - LOWER	40759	12.80	2	0.4000	2.30	0.00	0.00	0.00	0.05	2.25								11/26/2012	
SC	20102011	03	0500	002	ARTHUR ELEM SCH - LOWER	45109	14.86	1	0.1429	4.55						0.00	0.00	0.00	0.00	0.00	4.55	0.00	11/26/2012	
SC	20112012	03	0500	002	ARTHUR ELEM SCH - LOWER	45834	15.86	1	0.1429	4.55						0.00	0.00	0.00	0.00	0.00	4.55	0.00	11/26/2012	
SC	20122013	03	0500	002	ARTHUR ELEM SCH - LOWER	45801	16.71	4	0.5714	4.50						0.00	0.00	0.00	0.00	0.00	4.50	0.00	07/05/2013	
SC	20082009	03	0500	003	ARTHUR ELEM SCH - MIDDLE/UPPER	34607	16.25	1	0.2500	3.00	0.00	0.00	0.00	0.00	3.00								11/26/2012	
SC	20092010	03	0500	003	ARTHUR ELEM SCH - MIDDLE/UPPER	43112	15.60	0	0.0000	2.42	0.00	0.00	0.00	0.00	2.42								11/26/2012	
DI	20082009	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	40882	18.19	5	0.2381	19.23	0.00	0.00	0.00	0.00	19.23								11/26/2012	
DI	20092010	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	42131	17.52	5	0.2381	19.23	0.00	0.00	0.00	0.00	19.23								11/26/2012	
DI	20102011	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	41049	15.27	8	0.3636	20.13						0.00	0.00	0.00	1.00	0.00	19.13	0.00	11/26/2012	
DI	20112012	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	46226	15.43	8	0.3810	19.14						0.00	0.00	0.00	0.00	0.00	19.14	0.00	11/26/2012	
DI	20122013	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	42748	15.90	7	0.3333	20.65						0.00	0.00	0.00	0.00	0.00	20.65	0.00	07/05/2013	
SC	20082009	04	0001	001	BANNER COUNTY HIGH SCHOOL	41260	19.50	4	0.2857	9.82	0.00	0.00	0.00	0.00	9.82								11/26/2012	
SC	20092010	04	0001	001	BANNER COUNTY HIGH SCHOOL	43350	20.36	4	0.2857	9.82	0.00	0.00	0.00	0.00	9.82								11/26/2012	
SC	20102011	04	0001	001	BANNER COUNTY HIGH SCHOOL	42118	18.86	6	0.4286	10.33						0.00	0.00	0.00	0.00	0.00	10.33	0.00	11/26/2012	
SC	20112012	04	0001	001	BANNER COUNTY HIGH SCHOOL	47591	18.31	5	0.3846	9.34						0.00	0.00	0.00	0.00	0.00	9.34	0.00	11/26/2012	
SC	20122013	04	0001	001	BANNER COUNTY HIGH SCHOOL	43437	19.31	5	0.3846	10.50						0.00	0.00	0.00	0.00	0.00	10.50	0.00	07/05/2013	
SC	20082009	04	0001	002	BANNER COUNTY ELEMENTARY SCH	40916	16.15	3	0.2308	9.41	0.00	0.00	0.00	0.00	9.41								11/26/2012	
SC	20092010	04	0001	002	BANNER COUNTY ELEMENTARY SCH	41990	14.62	3	0.2308	9.41	0.00	0.00	0.00	0.00	9.41								11/26/2012	
SC	20102011	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	40806	10.75	3	0.2500	9.80						0.00	0.00	0.00	1.00	0.00	8.80	0.00	11/26/2012	
SC	20112012	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	45148	12.58	4	0.3333	9.80						0.00	0.00	0.00	0.00	0.00	9.80	0.00	11/26/2012	
SC	20122013	04	0001	002	BANNER COUNTY ELEMENTARY SCHOOL	43593	12.08	3	0.2308	10.15						0.00	0.00	0.00	0.00	0.00	10.15	0.00	07/05/2013	
DI	20082009	05	0071	000	SANDHILLS PUBLIC SCHOOLS	37431	17.30	5	0.2500	16.90	0.00	0.00	0.00	0.00	16.90								11/26/2012	
DI	20092010	05	0071	000	SANDHILLS PUBLIC SCHOOLS	37949	16.60	6	0.3000	17.00	0.00	0.00	0.00	0.00	17.00								11/26/2012	
DI	20102011	05	0071	000	SANDHILLS PUBLIC SCHOOLS	40329	16.05	5	0.2632	17.38						0.00	0.00	0.00	0.00	0.00	17.38	0.00	11/26/2012	
DI	20112012	05	0071	000	SANDHILLS PUBLIC SCHOOLS	40349	17.05	5	0.2632	17.38						0.00	0.00	0.00	0.00	0.00	17.38	0.00	11/26/2012	
DI	20122013	05	0071	000	SANDHILLS PUBLIC SCHOOLS	41509	17.53	5	0.2632	17.48						0.00	0.00	0.00	0.00	0.00	17.48	0.00	07/05/2013	
SC	20082009	05	0071	001	HIGH SCHOOL AT DUNNING	36281	17.80	3	0.3000	8.01	0.00	0.00	0.00	0.00	8.01								11/26/2012	
SC	20092010	05	0071	001	HIGH SCHOOL AT DUNNING	36126	16.17	6	0.5000	8.76	0.00	0.00	0.00	0.00	8.76								11/26/2012	
SC	20102011	05	0071	001	HIGH SCHOOL AT DUNNING	37993	15.82	5	0.4545	8.41						0.00	0.00	0.00	0.00	0.00	8.41	0.00	11/26/2012	
SC	20112012	05	0071	001	HIGH SCHOOL AT DUNNING	38049	16.82	5	0.4545	8.41						0.00	0.00	0.00	0.00	0.00	8.41	0.00	11/26/2012	
SC	20122013	05	0071	001	HIGH SCHOOL AT DUNNING	39284	16.91	5	0.4545	8.56						0.00	0.00	0.00	0.00	0.00	8.56	0.00	07/05/2013	
SC	20082009	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	38996	18.15	2	0.1538	8.89	0.00	0.00	0.00	0.00	8.89								11/26/2012	
SC	20092010	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	38390	15.75	1	0.0833	8.24	0.00	0.00	0.00	0.00	8.24								11/26/2012	
SC	20102011	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	40783	15.73	0	0.0000	8.97						0.00	0.00	0.00	0.00	0.00	8.97	0.00	11/26/2012	
SC	20112012	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	41170	16.73	0	0.0000	8.97						0.00	0.00	0.00	0.00	0.00	8.97	0.00	11/26/2012	
SC	20122013	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	41904	17.64	0	0.0000	8.92						0.00	0.00	0.00	0.00	0.00	8.92	0.00	07/05/2013	
DI	20082009	06	0001	000	BOONE CENTRAL SCHOOLS	46016	21.76	14	0.2593	51.83	0.00	0.00	0.00	0.00	51.83								11/26/2012	
DI	20092010	06	0001	000	BOONE CENTRAL SCHOOLS	47594	21.62	15	0.2885	50.55	0.00	0.00	0.00	0.00	50.55								11/26/2012	
DI	20102011	06	0001	000	BOONE CENTRAL SCHOOLS	49482	22.62	15	0.2885	50.55						0.00	0.00	0.00	0.00	0.00	50.55	0.00	11/26/2012	
DI	20112012	06	0001	000	BOONE CENTRAL SCHOOLS	49197	22.15	17	0.3269	50.43						0.00	0.00	0.00	0.00	0.00	50.43	0.00	11/26/2012	
DI	20122013	06	0001	000	BOONE CENTRAL SCHOOLS	50392	21.20	15	0.2941	49.97						0.00	0.00	0.00	0.00	0.00	49.97	0.00	07/05/2013	
SC	20082009	06	0001	001	BOONE CENTRAL HIGH SCHOOL	46081	20.29	7	0.2917	22.50	0.00	0.00	0.00	0.00	22.50								11/26/2012	
SC	20092010	06	0001	001	BOONE CENTRAL HIGH SCHOOL	46042	19.00	8	0.3333	21.13	0.00	0.00	0.00	0.00	21.13								11/26/2012	
SC	20102011	06	0001	001	BOONE CENTRAL HIGH SCHOOL	47946	19.28	8	0.3200	21.37						0.00	0.00	0.00	0.00	0.00	21.37	0.00	11/26/2012	
SC	20112012	06	0001	001	BOONE CENTRAL HIGH SCHOOL	47717	19.04	9	0.3600	21.65						0.00	0.00	0.00	0.00	0.00	21.65	0.00	11/26/2012	
SC	20122013	06	0001	001	BOONE CENTRAL HIGH SCHOOL	49919	18.92	8	0.3200	21.07						0.00	0.00	0.00	0.00	0.00	21.07	0.00	07/05/2013	
SC	20082009	06	0001	002	BOONE CENTRAL ELEM-ALBION	45271	21.90	3	0.1429	18.67	0.00	0.00	0.00	0.00	18.67								11/26/2012	
SC	20092010	06	0001	002	BOONE CENTRAL ELEM-ALBION	48642	24.00	4	0.2000	18.42	0.00	0.00	0.00	0.00	18.42								11/26/2012	
SC	20102011	06	0001	002	BOONE CENTRAL ELEM-ALBION	50605	25.58	4	0.2105	17.02						0.00	0.00	0.00	0.00	0.00	17.02	0.00	11/26/2012	
SC	20112012	06	0001	002	BOONE CENTRAL ELEM-ALBION	50089	24.32	4	0.2105	17.42						0.00	0.00	0.00	0.00	0.00	17.42	0.00	11/26/2012	
SC	20122013	06	0001	002	BOONE CENTRAL ELEM-ALBION	49760	22.90	3	0.1500	17.67						0.00	0.00	0.00	0.00	0.00	17.67	0.00	07/05/2013	
SC	20082009	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	44912	21.14	5	0.3571	10.66	0.00	0.00	0.00	0.00	10.66								11/26/2012	
SC	20092010	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	46119	17.94	5	0.3125	11.00	0.00	0.00	0.00	0.00	11.00								11/26/2012	
SC	20102011	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	48188	18.94	5	0.3125	11.16						0.00	0.00	0.00	0.00	0.00	11.16	0.00	11/26/2012	
SC	20112012	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	49305	21.50	6	0.3750	10.36						0.00	0.00	0.00	0.00	0.00	10.36	0.00	11/26/2012	
SC	20122013	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	49572	19.00	6	0.3529	10.23						0.00	0.00	0.00	0.00	0.00	10.23	0.00	07/05/2013	
SC	20102011	06	0001	006	ABC PRESCHOOL	49880	14.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	06	0001	006	ABC PRESCHOOL	53576	15.00	1	1.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	06	0001	006	ABC PRESCHOOL	55024	16.00	1	1.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	07/05/2013	
DI	20082009	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	35893	16.21	5	0.2632	17.25	0.00	0.00	0.00	0.00	17.25								11/26/2012	
DI	20092010	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	36673	14.68	5	0.2632	16.50	0.00	0.00	0.00	0.00	16.50								11/26/2012	
DI	20102011	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	37740	14.74	5	0.2632	17.00						0.00	0.00	0.00	0.00	0.00	17.00	0.00	11/26/2012	
DI	20112012	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	37759	14.45	4	0.2000	16.99						0.00	0.00	0.00	0.00	0.00	16.99	0.00	11/26/2012	
DI	20122013	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOL	39632	13.47	2	0.1176	15.77						0.00	0.00	0.00	0.00	0.00	15.77	0.00	07/05/2013	
SC	20082009	06	0006	001	CEDAR RAPIDS JR-SR HIGH	35492	15.27	5	0.3333	11.00	0.00	0.00	0.00	0.00	11.00								11/26/2012	
SC	20092010	06	0006	001	CEDAR RAPIDS JR-SR HIGH	36432	14.33	5	0.3333	10.13	0.00	0.00	0.00	0.00	10.13								11/26/2012	
SC	20102011	06	0006	001	CEDAR RAPIDS JR-SR HIGH	38458	15.33	5	0.3333	10.61						0.00	0.00	0.00	0.00	0.00	10.61	0.00	11/26/2012	
SC	20112012	06	0006	001	CEDAR RAPIDS JR-SR HIGH	37511	14.87	3	0.2000	9.80						0.00	0.00	0.00	0.00	0.00	9.80	0.00	11/26/2012	
SC	20122013	06	0006	001	CEDAR RAPIDS JR-SR HIGH	38556	12.75	2	0.1667	8.53						0.00	0.00	0.00	0.00	0.00	8.53	0.00	07/05/2013	
SC	20082009	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35726	18.00	1	0.1000	6.25	0.00	0.00	0.00	0.00	6.25								11/26/2012	
SC	20092010	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35075	14.44	0	0.0000	6.37	0.00	0.00	0.00	0.00	6.37								11/26/2012	
SC	20102011	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35109	13.50	1	0.1000	6.39						0.00	0.00	0.00	0.00	0.00	6.39	0.00	11/26/2012	
SC	20112012	06	0006	002	CEDAR RAPIDS ELEMENTARY SCHOOL	37455	13.08	1	0.0833	7.19						0.00	0.00	0.00	0.00	0.00	7.19	0.00	11/26/2012	
SC	20122013	06	0006	002	CEDAR RAPIDS ELEMENTARY SCHOOL	39305	11.40	0	0.0000	7.24						0.00	0.00	0.00	0.00	0.00	7.24	0.00	07/05/2013	
DI	20082009	06	0017	000	ST EDWARD PUBLIC SCHOOLS	37087	15.91	5	0.2273	21.00	0.00	0.00	0.00	0.00	21.00								11/26/2012	
DI	20092010	06	0017	000	ST EDWARD PUBLIC SCHOOLS	37904	16.09	7	0.3043	22.00	0.00	0.00	0.00	0.00	22.00								11/26/2012	
DI	20102011	06	0017	000	ST EDWARD PUBLIC SCHOOLS	38116	16.30	7	0.3043	21.74						0.00	0.00	0.00	0.00	0.00	21.74	0.00	11/26/2012	
DI	20112012	06	0017	000	ST EDWARD PUBLIC SCHOOLS	39674	17.30	7	0.3043	21.41						0.00	0.00	0.00	0.00	0.00	21.41	0.00	11/26/2012	
DI	20122013	06	0017	000	ST EDWARD PUBLIC SCHOOLS	40984	18.78	7	0.3043	21.34						0.00	0.00	0.00	0.00	0.00	21.34	0.00	07/05/2013	
SC	20082009	06	0017	001	ST EDWARD HIGH SCHOOL	36470	15.57	3	0.2143	11.50	0.00	0.00	0.00	0.00	11.50								11/26/2012	
SC	20092010	06	0017	001	ST EDWARD HIGH SCHOOL	37934	15.63	5	0.3125	12.50	0.00	0.00	0.00	0.00	12.50								11/26/2012	
SC	20102011	06	0017	001	ST EDWARD HIGH SCHOOL	38456	16.47	4	0.2667	11.66						0.00	0.00	0.00	0.00	0.00	11.66	0.00	11/26/2012	
SC	20112012	06	0017	001	ST EDWARD HIGH SCHOOL	40247	17.47	4	0.2667	11.60						0.00	0.00	0.00	0.00	0.00	11.60	0.00	11/26/2012	
SC	20122013	06	0017	001	ST EDWARD HIGH SCHOOL	41555	19.20	4	0.2667	11.51						0.00	0.00	0.00	0.00	0.00	11.51	0.00	07/05/2013	
SC	20082009	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	37632	15.92	2	0.1667	9.50	0.00	0.00	0.00	0.00	9.50								11/26/2012	
SC	20092010	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	38606	16.23	3	0.2308	9.50	0.00	0.00	0.00	0.00	9.50								11/26/2012	
SC	20102011	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	38788	15.92	3	0.2308	10.08						0.00	0.00	0.00	0.00	0.00	10.08	0.00	11/26/2012	
SC	20112012	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	39826	16.92	3	0.2308	9.81						0.00	0.00	0.00	0.00	0.00	9.81	0.00	11/26/2012	
SC	20122013	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	40959	17.92	3	0.2308	9.83						0.00	0.00	0.00	0.00	0.00	9.83	0.00	07/05/2013	
DI	20082009	07	0006	000	ALLIANCE PUBLIC SCHOOLS	42641	18.34	46	0.3966	112.55	0.00	0.00	0.00	0.00	112.55								11/26/2012	
DI	20092010	07	0006	000	ALLIANCE PUBLIC SCHOOLS	43514	17.48	45	0.3689	120.07	0.00	0.00	0.00	1.50	118.57								11/26/2012	
DI	20102011	07	0006	000	ALLIANCE PUBLIC SCHOOLS	44461	17.48	47	0.3790	123.21						0.00	0.00	0.00	22.99	0.00	100.22	0.00	11/26/2012	
DI	20112012	07	0006	000	ALLIANCE PUBLIC SCHOOLS	45092	18.04	45	0.3814	116.25						0.00	0.00	0.00	21.99	0.00	94.26	0.00	11/26/2012	
DI	20122013	07	0006	000	ALLIANCE PUBLIC SCHOOLS	43451	15.68	37	0.3274	111.29						0.00	1.00	0.00	4.84	0.00	105.45	0.00	07/05/2013	
SC	20082009	07	0006	001	ALLIANCE HIGH SCHOOL	43904	20.09	22	0.5116	40.12	0.00	0.00	0.00	0.00	40.12								11/26/2012	
SC	20092010	07	0006	001	ALLIANCE HIGH SCHOOL	44895	19.53	21	0.4667	42.12	0.00	0.00	0.00	0.50	41.62								11/26/2012	
SC	20102011	07	0006	001	ALLIANCE HIGH SCHOOL	46036	19.37	19	0.4419	41.96						0.00	0.00	0.00	0.99	0.00	40.97	0.00	11/26/2012	
SC	20112012	07	0006	001	ALLIANCE HIGH SCHOOL	46054	19.93	19	0.4750	36.70						0.00	0.00	0.00	1.19	0.00	35.51	0.00	11/26/2012	
SC	20122013	07	0006	001	ALLIANCE HIGH SCHOOL	42880	14.80	14	0.3415	36.99						0.00	0.00	0.00	2.09	0.00	34.90	0.00	07/05/2013	
SC	20082009	07	0006	002	ALLIANCE MIDDLE SCHOOL	41868	17.53	15	0.3947	35.50	0.00	0.00	0.00	0.00	35.50								11/26/2012	
SC	20092010	07	0006	002	ALLIANCE MIDDLE SCHOOL	43541	16.61	14	0.3684	35.96	0.00	0.00	0.00	1.00	34.96								11/26/2012	
SC	20102011	07	0006	002	ALLIANCE MIDDLE SCHOOL	44139	16.50	15	0.3750	38.25						0.00	0.00	0.00	3.00	0.00	35.25	0.00	11/26/2012	
SC	20112012	07	0006	002	ALLIANCE MIDDLE SCHOOL	45219	17.50	13	0.3421	34.15						0.00	0.00	0.00	2.80	0.00	31.35	0.00	11/26/2012	
SC	20122013	07	0006	002	ALLIANCE MIDDLE SCHOOL	45763	18.29	15	0.3947	32.30						0.00	0.00	0.00	2.75	0.00	29.55	0.00	07/05/2013	
SC	20082009	07	0006	004	EMERSON ELEMENTARY SCHOOL	42350	19.72	5	0.2778	16.95	0.00	0.00	0.00	0.00	16.95								11/26/2012	
SC	20092010	07	0006	004	EMERSON ELEMENTARY SCHOOL	43146	17.90	6	0.2857	19.50	0.00	0.00	0.00	0.00	19.50								11/26/2012	
SC	20102011	07	0006	004	EMERSON ELEMENTARY SCHOOL	43588	16.08	8	0.3200	23.00						0.00	0.00	0.00	2.00	0.00	21.00	0.00	11/26/2012	
SC	20112012	07	0006	004	EMERSON ELEMENTARY SCHOOL	44177	16.71	8	0.3333	22.00						0.00	0.00	0.00	1.50	0.00	20.50	0.00	11/26/2012	
SC	20122013	07	0006	004	EMERSON ELEMENTARY SCHOOL	41543	15.55	4	0.2000	19.50						0.00	0.00	0.00	0.00	0.00	19.50	0.00	07/05/2013	
SC	20082009	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	42587	16.30	7	0.3500	18.10	0.00	0.00	0.00	0.00	18.10								11/26/2012	
SC	20092010	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	41299	15.36	7	0.3182	19.61	0.00	0.00	0.00	0.00	19.61								11/26/2012	
SC	20102011	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	43462	17.16	7	0.3684	17.00						0.00	0.00	0.00	17.00	0.00	0.00	0.00	11/26/2012	
SC	20112012	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	43257	14.71	8	0.3333	20.40						0.00	0.00	0.00	16.50	0.00	3.90	0.00	11/26/2012	
SC	20122013	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	41437	12.15	5	0.2500	19.50						0.00	1.00	0.00	0.00	0.00	18.50	0.00	07/05/2013	
SC	20082009	07	0006	006	ALLIANCE EARLY CHILD ED PROG	46002	24.00	1	0.5000	1.88	0.00	0.00	0.00	0.00	1.88								11/26/2012	
SC	20092010	07	0006	006	ALLIANCE EARLY CHILD ED PROG	41377	18.00	1	0.3333	2.88	0.00	0.00	0.00	0.00	2.88								11/26/2012	
SC	20102011	07	0006	006	ALLIANCE EARLY CHILD ED PROG	45757	19.33	1	0.3333	3.00						0.00	0.00	0.00	0.00	0.00	3.00	0.00	11/26/2012	
SC	20112012	07	0006	006	ALLIANCE EARLY CHILD ED PROG	47051	20.33	1	0.3333	3.00						0.00	0.00	0.00	0.00	0.00	3.00	0.00	11/26/2012	
SC	20122013	07	0006	006	ALLIANCE EARLY CHILD ED PROG	46847	12.33	2	0.6667	3.00						0.00	0.00	0.00	0.00	0.00	3.00	0.00	07/05/2013	
DI	20082009	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	43939	16.31	10	0.2857	33.21	0.00	0.00	0.00	0.00	33.21								11/26/2012	
DI	20092010	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	45949	17.31	11	0.3143	33.21	0.00	0.00	0.00	0.00	33.21								11/26/2012	
DI	20102011	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	44594	16.97	13	0.3514	34.23						0.00	0.00	0.00	0.00	0.00	34.23	0.00	11/26/2012	
DI	20112012	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	45510	16.64	10	0.2778	34.21						0.00	0.00	0.00	0.00	0.00	34.21	0.00	11/26/2012	
DI	20122013	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	47663	17.33	11	0.3056	34.21						0.00	0.00	0.00	0.00	0.00	34.21	0.00	07/05/2013	
SC	20082009	07	0010	001	HEMINGFORD HIGH SCHOOL	43469	15.95	7	0.3500	16.66	0.00	0.00	0.00	0.00	16.66								11/26/2012	
SC	20092010	07	0010	001	HEMINGFORD HIGH SCHOOL	45773	16.95	8	0.4000	16.66	0.00	0.00	0.00	0.00	16.66								11/26/2012	
SC	20102011	07	0010	001	HEMINGFORD HIGH SCHOOL	44787	17.90	8	0.3810	16.68						0.00	0.00	0.00	0.00	0.00	16.68	0.00	11/26/2012	
